eqId,runId,optId,D,OA,TO,xmax,ymax,zmax,tmax,fpSize,addsLup,subsLup,multsLup,divsLup,readsLup,writesLup,ldMats,immediateMats,nThreads,duration (s)
generic,1,R,3,4,1,64,64,64,64,8,13,0,14,1,10,1,0,1,1,0.3064
generic,1,R,1,2,2,2.56e+05,0,0,64,8,4,0,5,1,3,1,0,1,1,0.0556
generic,1,R,2,2,2,512,512,0,64,8,6,0,7,1,5,1,0,1,1,0.08284
generic,1,R,3,2,2,64,64,64,64,8,8,0,9,1,7,1,0,1,1,0.09908
generic,1,R,1,4,2,2.56e+05,0,0,64,8,6,0,7,1,3,1,0,1,1,0.0603
generic,1,R,2,4,2,512,512,0,64,8,10,0,11,1,7,1,0,1,1,0.1087
generic,1,R,3,4,2,64,64,64,64,8,14,0,15,1,11,1,0,1,1,0.4043
generic,1,R,1,2,0,2.56e+05,0,0,64,8,2,0,3,1,4,1,1,1,1,0.04942
generic,1,R,2,2,0,512,512,0,64,8,4,0,5,1,8,1,1,1,1,0.0977
generic,1,R,3,2,0,64,64,64,64,8,6,0,7,1,12,1,1,1,1,0.152
generic,1,R,1,4,0,2.56e+05,0,0,64,8,4,0,5,1,6,1,1,1,1,0.05491
generic,1,R,2,4,0,512,512,0,64,8,8,0,9,1,14,1,1,1,1,0.1249
generic,1,R,3,4,0,64,64,64,64,8,12,0,13,1,22,1,1,1,1,0.4298
generic,1,R,1,2,1,2.56e+05,0,0,64,8,3,0,4,1,5,1,1,1,1,0.04932
generic,1,R,2,2,1,512,512,0,64,8,5,0,6,1,9,1,1,1,1,0.08495
generic,1,R,3,2,1,64,64,64,64,8,7,0,8,1,13,1,1,1,1,0.1271
generic,1,R,1,4,1,2.56e+05,0,0,64,8,5,0,6,1,7,1,1,1,1,0.05388
generic,1,R,2,4,1,512,512,0,64,8,9,0,10,1,15,1,1,1,1,0.2246
generic,1,R,3,4,1,64,64,64,64,8,13,0,14,1,23,1,1,1,1,1.086
generic,1,R,1,2,2,2.56e+05,0,0,64,8,4,0,5,1,6,1,1,1,1,0.05294
generic,1,R,2,2,2,512,512,0,64,8,6,0,7,1,10,1,1,1,1,0.117
generic,1,R,3,2,2,64,64,64,64,8,8,0,9,1,14,1,1,1,1,0.1518
generic,1,R,1,4,2,2.56e+05,0,0,64,8,6,0,7,1,8,1,1,1,1,0.06084
generic,1,R,2,4,2,512,512,0,64,8,10,0,11,1,16,1,1,1,1,0.2543
generic,1,R,3,4,2,64,64,64,64,8,14,0,15,1,24,1,1,1,1,1.106
generic,1,R,1,2,0,2.56e+05,0,0,64,8,2,0,4,0,1,1,0,1,1,0.02443
generic,1,R,2,2,0,512,512,0,64,8,4,0,6,0,3,1,0,1,1,0.02857
generic,1,R,3,2,0,64,64,64,64,8,6,0,8,0,5,1,0,1,1,0.05104
generic,1,R,1,4,0,2.56e+05,0,0,64,8,4,0,6,0,1,1,0,1,1,0.03575
generic,1,R,2,4,0,512,512,0,64,8,8,0,10,0,5,1,0,1,1,0.06073
generic,1,R,3,4,0,64,64,64,64,8,12,0,14,0,9,1,0,1,1,0.2916
generic,1,R,1,2,1,2.56e+05,0,0,64,8,3,0,5,0,2,1,0,1,1,0.02793
generic,1,R,2,2,1,512,512,0,64,8,5,0,7,0,4,1,0,1,1,0.03662
generic,1,R,3,2,1,64,64,64,64,8,7,0,9,0,6,1,0,1,1,0.06419
generic,1,R,1,4,1,2.56e+05,0,0,64,8,5,0,7,0,2,1,0,1,1,0.03738
generic,1,R,2,4,1,512,512,0,64,8,9,0,11,0,6,1,0,1,1,0.06185
generic,1,R,3,4,1,64,64,64,64,8,13,0,15,0,10,1,0,1,1,0.2804
generic,1,R,1,2,2,2.56e+05,0,0,64,8,4,0,6,0,3,1,0,1,1,0.03387
generic,1,R,2,2,2,512,512,0,64,8,6,0,8,0,5,1,0,1,1,0.04387
generic,1,R,3,2,2,64,64,64,64,8,8,0,10,0,7,1,0,1,1,0.08436
generic,1,R,1,4,2,2.56e+05,0,0,64,8,6,0,8,0,3,1,0,1,1,0.04212
generic,1,R,2,4,2,512,512,0,64,8,10,0,12,0,7,1,0,1,1,0.06671
generic,1,R,3,4,2,64,64,64,64,8,14,0,16,0,11,1,0,1,1,0.3425
generic,1,R,1,2,0,2.56e+05,0,0,64,8,2,0,4,0,4,1,1,1,1,0.02957
generic,1,R,2,2,0,512,512,0,64,8,4,0,6,0,8,1,1,1,1,0.09259
generic,1,R,3,2,0,64,64,64,64,8,6,0,8,0,12,1,1,1,1,0.1817
generic,1,R,1,4,0,2.56e+05,0,0,64,8,4,0,6,0,6,1,1,1,1,0.04185
generic,1,R,2,4,0,512,512,0,64,8,8,0,10,0,14,1,1,1,1,0.2238
generic,1,R,3,4,0,64,64,64,64,8,12,0,14,0,22,1,1,1,1,0.4088
generic,1,R,1,2,1,2.56e+05,0,0,64,8,3,0,5,0,5,1,1,1,1,0.02916
generic,1,R,2,2,1,512,512,0,64,8,5,0,7,0,9,1,1,1,1,0.07715
generic,1,R,3,2,1,64,64,64,64,8,7,0,9,0,13,1,1,1,1,0.1822
generic,1,R,1,4,1,2.56e+05,0,0,64,8,5,0,7,0,7,1,1,1,1,0.04253
generic,1,R,2,4,1,512,512,0,64,8,9,0,11,0,15,1,1,1,1,0.1162
generic,1,R,3,4,1,64,64,64,64,8,13,0,15,0,23,1,1,1,1,0.4278
generic,1,R,1,2,2,2.56e+05,0,0,64,8,4,0,6,0,6,1,1,1,1,0.03583
generic,1,R,2,2,2,512,512,0,64,8,6,0,8,0,10,1,1,1,1,0.1032
generic,1,R,3,2,2,64,64,64,64,8,8,0,10,0,14,1,1,1,1,0.1658
generic,1,R,1,4,2,2.56e+05,0,0,64,8,6,0,8,0,8,1,1,1,1,0.04965
generic,1,R,2,4,2,512,512,0,64,8,10,0,12,0,16,1,1,1,1,0.1298
generic,1,R,3,4,2,64,64,64,64,8,14,0,16,0,24,1,1,1,1,0.453
generic,1,R,1,2,0,2.56e+05,0,0,64,8,2,0,3,4,1,1,0,1,1,0.1861
generic,1,R,2,2,0,512,512,0,64,8,4,0,5,4,3,1,0,1,1,0.1907
generic,1,R,3,2,0,64,64,64,64,8,6,0,7,4,5,1,0,1,1,0.1687
generic,1,R,1,4,0,2.56e+05,0,0,64,8,4,0,5,4,1,1,0,1,1,0.1883
generic,1,R,2,4,0,512,512,0,64,8,8,0,9,4,5,1,0,1,1,0.1951
generic,1,R,3,4,0,64,64,64,64,8,12,0,13,4,9,1,0,1,1,0.5481
generic,1,R,1,2,1,2.56e+05,0,0,64,8,3,0,4,4,2,1,0,1,1,0.1766
generic,1,R,2,2,1,512,512,0,64,8,5,0,6,4,4,1,0,1,1,0.1906
generic,1,R,3,2,1,64,64,64,64,8,7,0,8,4,6,1,0,1,1,0.1901
generic,1,R,1,4,1,2.56e+05,0,0,64,8,5,0,6,4,2,1,0,1,1,0.1818
generic,1,R,2,4,1,512,512,0,64,8,9,0,10,4,6,1,0,1,1,0.1976
generic,1,R,3,4,1,64,64,64,64,8,13,0,14,4,10,1,0,1,1,0.5968
generic,1,R,1,2,2,2.56e+05,0,0,64,8,4,0,5,4,3,1,0,1,1,0.1849
generic,1,R,2,2,2,512,512,0,64,8,6,0,7,4,5,1,0,1,1,0.1888
generic,1,R,3,2,2,64,64,64,64,8,8,0,9,4,7,1,0,1,1,0.2191
generic,1,R,1,4,2,2.56e+05,0,0,64,8,6,0,7,4,3,1,0,1,1,0.1869
generic,1,R,2,4,2,512,512,0,64,8,10,0,11,4,7,1,0,1,1,0.1983
generic,1,R,3,4,2,64,64,64,64,8,14,0,15,4,11,1,0,1,1,0.6174
generic,1,R,1,2,0,2.56e+05,0,0,64,8,2,0,3,4,4,1,1,1,1,0.179
generic,1,R,2,2,0,512,512,0,64,8,4,0,5,4,8,1,1,1,1,0.1888
generic,1,R,3,2,0,64,64,64,64,8,6,0,7,4,12,1,1,1,1,0.1814
generic,1,R,1,4,0,2.56e+05,0,0,64,8,4,0,5,4,6,1,1,1,1,0.1787
generic,1,R,2,4,0,512,512,0,64,8,8,0,9,4,14,1,1,1,1,0.1751
generic,1,R,3,4,0,64,64,64,64,8,12,0,13,4,22,1,1,1,1,1.133
generic,1,R,1,2,1,2.56e+05,0,0,64,8,3,0,4,4,5,1,1,1,1,0.1775
generic,1,R,2,2,1,512,512,0,64,8,5,0,6,4,9,1,1,1,1,0.1902
generic,1,R,3,2,1,64,64,64,64,8,7,0,8,4,13,1,1,1,1,0.1809
generic,1,R,1,4,1,2.56e+05,0,0,64,8,5,0,6,4,7,1,1,1,1,0.1745
generic,1,R,2,4,1,512,512,0,64,8,9,0,10,4,15,1,1,1,1,0.1785
generic,1,R,3,4,1,64,64,64,64,8,13,0,14,4,23,1,1,1,1,1.15
generic,1,R,1,2,2,2.56e+05,0,0,64,8,4,0,5,4,6,1,1,1,1,0.1792
generic,1,R,2,2,2,512,512,0,64,8,6,0,7,4,10,1,1,1,1,0.1926
generic,1,R,3,2,2,64,64,64,64,8,8,0,9,4,14,1,1,1,1,0.2183
generic,1,R,1,4,2,2.56e+05,0,0,64,8,6,0,7,4,8,1,1,1,1,0.1816
generic,1,R,2,4,2,512,512,0,64,8,10,0,11,4,16,1,1,1,1,0.2063
generic,1,R,3,4,2,64,64,64,64,8,14,0,15,4,24,1,1,1,1,0.5991
generic,1,R,1,2,0,2.56e+05,0,0,64,8,2,0,7,0,1,1,0,1,1,0.02768
generic,1,R,2,2,0,512,512,0,64,8,4,0,9,0,3,1,0,1,1,0.04205
generic,1,R,3,2,0,64,64,64,64,8,6,0,11,0,5,1,0,1,1,0.06108
generic,1,R,1,4,0,2.56e+05,0,0,64,8,4,0,9,0,1,1,0,1,1,0.04402
generic,1,R,2,4,0,512,512,0,64,8,8,0,13,0,5,1,0,1,1,0.07308
generic,1,R,3,4,0,64,64,64,64,8,12,0,17,0,9,1,0,1,1,0.3011
generic,1,R,1,2,1,2.56e+05,0,0,64,8,3,0,8,0,2,1,0,1,1,0.0328
generic,1,R,2,2,1,512,512,0,64,8,5,0,10,0,4,1,0,1,1,0.04307
generic,1,R,3,2,1,64,64,64,64,8,7,0,12,0,6,1,0,1,1,0.0709
generic,1,R,1,4,1,2.56e+05,0,0,64,8,5,0,10,0,2,1,0,1,1,0.04584
generic,1,R,2,4,1,512,512,0,64,8,9,0,14,0,6,1,0,1,1,0.07526
generic,1,R,3,4,1,64,64,64,64,8,13,0,18,0,10,1,0,1,1,0.424
generic,1,R,1,2,2,2.56e+05,0,0,64,8,4,0,9,0,3,1,0,1,1,0.04021
generic,1,R,2,2,2,512,512,0,64,8,6,0,11,0,5,1,0,1,1,0.04934
generic,1,R,3,2,2,64,64,64,64,8,8,0,13,0,7,1,0,1,1,0.1008
generic,1,R,1,4,2,2.56e+05,0,0,64,8,6,0,11,0,3,1,0,1,1,0.04995
generic,1,R,2,4,2,512,512,0,64,8,10,0,15,0,7,1,0,1,1,0.1045
generic,1,R,3,4,2,64,64,64,64,8,14,0,19,0,11,1,0,1,1,0.477
generic,1,R,1,2,0,2.56e+05,0,0,64,8,2,0,7,0,4,1,1,1,1,0.03569
generic,1,R,2,2,0,512,512,0,64,8,4,0,9,0,8,1,1,1,1,0.08587
generic,1,R,3,2,0,64,64,64,64,8,6,0,11,0,12,1,1,1,1,0.1522
generic,1,R,1,4,0,2.56e+05,0,0,64,8,4,0,9,0,6,1,1,1,1,0.05171
generic,1,R,2,4,0,512,512,0,64,8,8,0,13,0,14,1,1,1,1,0.1215
generic,1,R,3,4,0,64,64,64,64,8,12,0,17,0,22,1,1,1,1,1.091
generic,1,R,1,2,1,2.56e+05,0,0,64,8,3,0,8,0,5,1,1,1,1,0.03975
generic,1,R,2,2,1,512,512,0,64,8,5,0,10,0,9,1,1,1,1,0.08587
generic,1,R,3,2,1,64,64,64,64,8,7,0,12,0,13,1,1,1,1,0.152
generic,1,R,1,4,1,2.56e+05,0,0,64,8,5,0,10,0,7,1,1,1,1,0.05207
generic,1,R,2,4,1,512,512,0,64,8,9,0,14,0,15,1,1,1,1,0.125
generic,1,R,3,4,1,64,64,64,64,8,13,0,18,0,23,1,1,1,1,0.4809
generic,1,R,1,2,2,2.56e+05,0,0,64,8,4,0,9,0,6,1,1,1,1,0.04523
generic,1,R,2,2,2,512,512,0,64,8,6,0,11,0,10,1,1,1,1,0.1082
generic,1,R,3,2,2,64,64,64,64,8,8,0,13,0,14,1,1,1,1,0.1505
generic,1,R,1,4,2,2.56e+05,0,0,64,8,6,0,11,0,8,1,1,1,1,0.05828
generic,1,R,2,4,2,512,512,0,64,8,10,0,15,0,16,1,1,1,1,0.2541
generic,1,R,3,4,2,64,64,64,64,8,14,0,19,0,24,1,1,1,1,0.5098
generic,2,orig,1,2,0,2.56e+05,0,0,64,8,2,0,3,0,1,1,0,1,1,0.03728
generic,2,orig,2,2,0,512,512,0,64,8,4,0,5,0,3,1,0,1,1,0.06059
generic,2,orig,3,2,0,64,64,64,64,8,6,0,7,0,5,1,0,1,1,0.07837
generic,2,orig,1,4,0,2.56e+05,0,0,64,8,4,0,5,0,1,1,0,1,1,0.08137
generic,2,orig,2,4,0,512,512,0,64,8,8,0,9,0,5,1,0,1,1,0.1147
generic,2,orig,3,4,0,64,64,64,64,8,12,0,13,0,9,1,0,1,1,0.1566
generic,2,orig,1,2,1,2.56e+05,0,0,64,8,3,0,4,0,2,1,0,1,1,0.04626
generic,2,orig,2,2,1,512,512,0,64,8,5,0,6,0,4,1,0,1,1,0.06477
generic,2,orig,3,2,1,64,64,64,64,8,7,0,8,0,6,1,0,1,1,0.08517
generic,2,orig,1,4,1,2.56e+05,0,0,64,8,5,0,6,0,2,1,0,1,1,0.08252
generic,2,orig,2,4,1,512,512,0,64,8,9,0,10,0,6,1,0,1,1,0.1099
generic,2,orig,3,4,1,64,64,64,64,8,13,0,14,0,10,1,0,1,1,0.1675
generic,2,orig,1,2,2,2.56e+05,0,0,64,8,4,0,5,0,3,1,0,1,1,0.0535
generic,2,orig,2,2,2,512,512,0,64,8,6,0,7,0,5,1,0,1,1,0.08036
generic,2,orig,3,2,2,64,64,64,64,8,8,0,9,0,7,1,0,1,1,0.1581
generic,2,orig,1,4,2,2.56e+05,0,0,64,8,6,0,7,0,3,1,0,1,1,0.08749
generic,2,orig,2,4,2,512,512,0,64,8,10,0,11,0,7,1,0,1,1,0.1293
generic,2,orig,3,4,2,64,64,64,64,8,14,0,15,0,11,1,0,1,1,0.1755
generic,2,orig,1,2,0,2.56e+05,0,0,64,8,2,0,3,0,4,1,1,1,1,0.0527
generic,2,orig,2,2,0,512,512,0,64,8,4,0,5,0,8,1,1,1,1,0.08915
generic,2,orig,3,2,0,64,64,64,64,8,6,0,7,0,12,1,1,1,1,0.1801
generic,2,orig,1,4,0,2.56e+05,0,0,64,8,4,0,5,0,6,1,1,1,1,0.0908
generic,2,orig,2,4,0,512,512,0,64,8,8,0,9,0,14,1,1,1,1,0.4416
generic,2,orig,3,4,0,64,64,64,64,8,12,0,13,0,22,1,1,1,1,1.067
generic,2,orig,1,2,1,2.56e+05,0,0,64,8,3,0,4,0,5,1,1,1,1,0.05276
generic,2,orig,2,2,1,512,512,0,64,8,5,0,6,0,9,1,1,1,1,0.1112
generic,2,orig,3,2,1,64,64,64,64,8,7,0,8,0,13,1,1,1,1,0.1965
generic,2,orig,1,4,1,2.56e+05,0,0,64,8,5,0,6,0,7,1,1,1,1,0.08629
generic,2,orig,2,4,1,512,512,0,64,8,9,0,10,0,15,1,1,1,1,0.4477
generic,2,orig,3,4,1,64,64,64,64,8,13,0,14,0,23,1,1,1,1,1.065
generic,2,orig,1,2,2,2.56e+05,0,0,64,8,4,0,5,0,6,1,1,1,1,0.06859
generic,2,orig,2,2,2,512,512,0,64,8,6,0,7,0,10,1,1,1,1,0.1339
generic,2,orig,3,2,2,64,64,64,64,8,8,0,9,0,14,1,1,1,1,0.2171
generic,2,orig,1,4,2,2.56e+05,0,0,64,8,6,0,7,0,8,1,1,1,1,0.1015
generic,2,orig,2,4,2,512,512,0,64,8,10,0,11,0,16,1,1,1,1,0.4955
generic,2,orig,3,4,2,64,64,64,64,8,14,0,15,0,24,1,1,1,1,0.5096
generic,2,orig,1,2,0,2.56e+05,0,0,64,8,2,0,3,1,1,1,0,1,1,0.09926
generic,2,orig,2,2,0,512,512,0,64,8,4,0,5,1,3,1,0,1,1,0.08922
generic,2,orig,3,2,0,64,64,64,64,8,6,0,7,1,5,1,0,1,1,0.09625
generic,2,orig,1,4,0,2.56e+05,0,0,64,8,4,0,5,1,1,1,0,1,1,0.1145
generic,2,orig,2,4,0,512,512,0,64,8,8,0,9,1,5,1,0,1,1,0.1305
generic,2,orig,3,4,0,64,64,64,64,8,12,0,13,1,9,1,0,1,1,0.2094
generic,2,orig,1,2,1,2.56e+05,0,0,64,8,3,0,4,1,2,1,0,1,1,0.09499
generic,2,orig,2,2,1,512,512,0,64,8,5,0,6,1,4,1,0,1,1,0.09812
generic,2,orig,3,2,1,64,64,64,64,8,7,0,8,1,6,1,0,1,1,0.09634
generic,2,orig,1,4,1,2.56e+05,0,0,64,8,5,0,6,1,2,1,0,1,1,0.1198
generic,2,orig,2,4,1,512,512,0,64,8,9,0,10,1,6,1,0,1,1,0.1404
generic,2,orig,3,4,1,64,64,64,64,8,13,0,14,1,10,1,0,1,1,0.2206
generic,2,orig,1,2,2,2.56e+05,0,0,64,8,4,0,5,1,3,1,0,1,1,0.09789
generic,2,orig,2,2,2,512,512,0,64,8,6,0,7,1,5,1,0,1,1,0.1945
generic,2,orig,3,2,2,64,64,64,64,8,8,0,9,1,7,1,0,1,1,0.1042
generic,2,orig,1,4,2,2.56e+05,0,0,64,8,6,0,7,1,3,1,0,1,1,0.1127
generic,2,orig,2,4,2,512,512,0,64,8,10,0,11,1,7,1,0,1,1,0.2549
generic,2,orig,3,4,2,64,64,64,64,8,14,0,15,1,11,1,0,1,1,0.2173
generic,2,orig,1,2,0,2.56e+05,0,0,64,8,2,0,3,1,4,1,1,1,1,0.101
generic,2,orig,2,2,0,512,512,0,64,8,4,0,5,1,8,1,1,1,1,0.1258
generic,2,orig,3,2,0,64,64,64,64,8,6,0,7,1,12,1,1,1,1,0.1697
generic,2,orig,1,4,0,2.56e+05,0,0,64,8,4,0,5,1,6,1,1,1,1,0.1179
generic,2,orig,2,4,0,512,512,0,64,8,8,0,9,1,14,1,1,1,1,0.2884
generic,2,orig,3,4,0,64,64,64,64,8,12,0,13,1,22,1,1,1,1,0.4823
generic,2,orig,1,2,1,2.56e+05,0,0,64,8,3,0,4,1,5,1,1,1,1,0.09992
generic,2,orig,2,2,1,512,512,0,64,8,5,0,6,1,9,1,1,1,1,0.1184
generic,2,orig,3,2,1,64,64,64,64,8,7,0,8,1,13,1,1,1,1,0.2157
generic,2,orig,1,4,1,2.56e+05,0,0,64,8,5,0,6,1,7,1,1,1,1,0.1204
generic,2,orig,2,4,1,512,512,0,64,8,9,0,10,1,15,1,1,1,1,0.469
generic,2,orig,3,4,1,64,64,64,64,8,13,0,14,1,23,1,1,1,1,1.097
generic,2,orig,1,2,2,2.56e+05,0,0,64,8,4,0,5,1,6,1,1,1,1,0.1058
generic,2,orig,2,2,2,512,512,0,64,8,6,0,7,1,10,1,1,1,1,0.1525
generic,2,orig,3,2,2,64,64,64,64,8,8,0,9,1,14,1,1,1,1,0.2615
generic,2,orig,1,4,2,2.56e+05,0,0,64,8,6,0,7,1,8,1,1,1,1,0.127
generic,2,orig,2,4,2,512,512,0,64,8,10,0,11,1,16,1,1,1,1,0.3583
generic,2,orig,3,4,2,64,64,64,64,8,14,0,15,1,24,1,1,1,1,0.5351
generic,2,orig,1,2,0,2.56e+05,0,0,64,8,2,0,4,0,1,1,0,1,1,0.04511
generic,2,orig,2,2,0,512,512,0,64,8,4,0,6,0,3,1,0,1,1,0.06294
generic,2,orig,3,2,0,64,64,64,64,8,6,0,8,0,5,1,0,1,1,0.0795
generic,2,orig,1,4,0,2.56e+05,0,0,64,8,4,0,6,0,1,1,0,1,1,0.08164
generic,2,orig,2,4,0,512,512,0,64,8,8,0,10,0,5,1,0,1,1,0.1252
generic,2,orig,3,4,0,64,64,64,64,8,12,0,14,0,9,1,0,1,1,0.1726
generic,2,orig,1,2,1,2.56e+05,0,0,64,8,3,0,5,0,2,1,0,1,1,0.05189
generic,2,orig,2,2,1,512,512,0,64,8,5,0,7,0,4,1,0,1,1,0.06497
generic,2,orig,3,2,1,64,64,64,64,8,7,0,9,0,6,1,0,1,1,0.0895
generic,2,orig,1,4,1,2.56e+05,0,0,64,8,5,0,7,0,2,1,0,1,1,0.08686
generic,2,orig,2,4,1,512,512,0,64,8,9,0,11,0,6,1,0,1,1,0.1313
generic,2,orig,3,4,1,64,64,64,64,8,13,0,15,0,10,1,0,1,1,0.1829
generic,2,orig,1,2,2,2.56e+05,0,0,64,8,4,0,6,0,3,1,0,1,1,0.05713
generic,2,orig,2,2,2,512,512,0,64,8,6,0,8,0,5,1,0,1,1,0.08088
generic,2,orig,3,2,2,64,64,64,64,8,8,0,10,0,7,1,0,1,1,0.102
generic,2,orig,1,4,2,2.56e+05,0,0,64,8,6,0,8,0,3,1,0,1,1,0.09324
generic,2,orig,2,4,2,512,512,0,64,8,10,0,12,0,7,1,0,1,1,0.2311
generic,2,orig,3,4,2,64,64,64,64,8,14,0,16,0,11,1,0,1,1,0.2419
generic,2,orig,1,2,0,2.56e+05,0,0,64,8,2,0,4,0,4,1,1,1,1,0.0531
generic,2,orig,2,2,0,512,512,0,64,8,4,0,6,0,8,1,1,1,1,0.09713
generic,2,orig,3,2,0,64,64,64,64,8,6,0,8,0,12,1,1,1,1,0.1982
generic,2,orig,1,4,0,2.56e+05,0,0,64,8,4,0,6,0,6,1,1,1,1,0.09019
generic,2,orig,2,4,0,512,512,0,64,8,8,0,10,0,14,1,1,1,1,0.453
generic,2,orig,3,4,0,64,64,64,64,8,12,0,14,0,22,1,1,1,1,1.09
generic,2,orig,1,2,1,2.56e+05,0,0,64,8,3,0,5,0,5,1,1,1,1,0.05662
generic,2,orig,2,2,1,512,512,0,64,8,5,0,7,0,9,1,1,1,1,0.1189
generic,2,orig,3,2,1,64,64,64,64,8,7,0,9,0,13,1,1,1,1,0.171
generic,2,orig,1,4,1,2.56e+05,0,0,64,8,5,0,7,0,7,1,1,1,1,0.1004
generic,2,orig,2,4,1,512,512,0,64,8,9,0,11,0,15,1,1,1,1,0.4684
generic,2,orig,3,4,1,64,64,64,64,8,13,0,15,0,23,1,1,1,1,1.089
generic,2,orig,1,2,2,2.56e+05,0,0,64,8,4,0,6,0,6,1,1,1,1,0.07231
generic,2,orig,2,2,2,512,512,0,64,8,6,0,8,0,10,1,1,1,1,0.1432
generic,2,orig,3,2,2,64,64,64,64,8,8,0,10,0,14,1,1,1,1,0.2343
generic,2,orig,1,4,2,2.56e+05,0,0,64,8,6,0,8,0,8,1,1,1,1,0.1019
generic,2,orig,2,4,2,512,512,0,64,8,10,0,12,0,16,1,1,1,1,0.5143
generic,2,orig,3,4,2,64,64,64,64,8,14,0,16,0,24,1,1,1,1,0.5246
generic,2,orig,1,2,0,2.56e+05,0,0,64,8,2,0,3,4,1,1,0,1,1,0.3649
generic,2,orig,2,2,0,512,512,0,64,8,4,0,5,4,3,1,0,1,1,0.358
generic,2,orig,3,2,0,64,64,64,64,8,6,0,7,4,5,1,0,1,1,0.3334
generic,2,orig,1,4,0,2.56e+05,0,0,64,8,4,0,5,4,1,1,0,1,1,0.3743
generic,2,orig,2,4,0,512,512,0,64,8,8,0,9,4,5,1,0,1,1,0.3912
generic,2,orig,3,4,0,64,64,64,64,8,12,0,13,4,9,1,0,1,1,0.3286
generic,2,orig,1,2,1,2.56e+05,0,0,64,8,3,0,4,4,2,1,0,1,1,0.3621
generic,2,orig,2,2,1,512,512,0,64,8,5,0,6,4,4,1,0,1,1,0.37
generic,2,orig,3,2,1,64,64,64,64,8,7,0,8,4,6,1,0,1,1,0.3334
generic,2,orig,1,4,1,2.56e+05,0,0,64,8,5,0,6,4,2,1,0,1,1,0.3806
generic,2,orig,2,4,1,512,512,0,64,8,9,0,10,4,6,1,0,1,1,0.3863
generic,2,orig,3,4,1,64,64,64,64,8,13,0,14,4,10,1,0,1,1,0.3321
generic,2,orig,1,2,2,2.56e+05,0,0,64,8,4,0,5,4,3,1,0,1,1,0.36
generic,2,orig,2,2,2,512,512,0,64,8,6,0,7,4,5,1,0,1,1,0.3582
generic,2,orig,3,2,2,64,64,64,64,8,8,0,9,4,7,1,0,1,1,0.4177
generic,2,orig,1,4,2,2.56e+05,0,0,64,8,6,0,7,4,3,1,0,1,1,0.3682
generic,2,orig,2,4,2,512,512,0,64,8,10,0,11,4,7,1,0,1,1,0.4982
generic,2,orig,3,4,2,64,64,64,64,8,14,0,15,4,11,1,0,1,1,0.3415
generic,2,orig,1,2,0,2.56e+05,0,0,64,8,2,0,3,4,4,1,1,1,1,0.3298
generic,2,orig,2,2,0,512,512,0,64,8,4,0,5,4,8,1,1,1,1,0.331
generic,2,orig,3,2,0,64,64,64,64,8,6,0,7,4,12,1,1,1,1,0.2966
generic,2,orig,1,4,0,2.56e+05,0,0,64,8,4,0,5,4,6,1,1,1,1,0.3252
generic,2,orig,2,4,0,512,512,0,64,8,8,0,9,4,14,1,1,1,1,0.3665
generic,2,orig,3,4,0,64,64,64,64,8,12,0,13,4,22,1,1,1,1,0.5884
generic,2,orig,1,2,1,2.56e+05,0,0,64,8,3,0,4,4,5,1,1,1,1,0.3564
generic,2,orig,2,2,1,512,512,0,64,8,5,0,6,4,9,1,1,1,1,0.3815
generic,2,orig,3,2,1,64,64,64,64,8,7,0,8,4,13,1,1,1,1,0.3101
generic,2,orig,1,4,1,2.56e+05,0,0,64,8,5,0,6,4,7,1,1,1,1,0.3088
generic,2,orig,2,4,1,512,512,0,64,8,9,0,10,4,15,1,1,1,1,0.5451
generic,2,orig,3,4,1,64,64,64,64,8,13,0,14,4,23,1,1,1,1,0.6092
generic,2,orig,1,2,2,2.56e+05,0,0,64,8,4,0,5,4,6,1,1,1,1,0.3573
generic,2,orig,2,2,2,512,512,0,64,8,6,0,7,4,10,1,1,1,1,0.3574
generic,2,orig,3,2,2,64,64,64,64,8,8,0,9,4,14,1,1,1,1,0.3891
generic,2,orig,1,4,2,2.56e+05,0,0,64,8,6,0,7,4,8,1,1,1,1,0.3426
generic,2,orig,2,4,2,512,512,0,64,8,10,0,11,4,16,1,1,1,1,0.5828
generic,2,orig,3,4,2,64,64,64,64,8,14,0,15,4,24,1,1,1,1,1.227
generic,2,orig,1,2,0,2.56e+05,0,0,64,8,2,0,7,0,1,1,0,1,1,0.06445
generic,2,orig,2,2,0,512,512,0,64,8,4,0,9,0,3,1,0,1,1,0.08288
generic,2,orig,3,2,0,64,64,64,64,8,6,0,11,0,5,1,0,1,1,0.1006
generic,2,orig,1,4,0,2.56e+05,0,0,64,8,4,0,9,0,1,1,0,1,1,0.0996
generic,2,orig,2,4,0,512,512,0,64,8,8,0,13,0,5,1,0,1,1,0.1536
generic,2,orig,3,4,0,64,64,64,64,8,12,0,17,0,9,1,0,1,1,0.2115
generic,2,orig,1,2,1,2.56e+05,0,0,64,8,3,0,8,0,2,1,0,1,1,0.07591
generic,2,orig,2,2,1,512,512,0,64,8,5,0,10,0,4,1,0,1,1,0.0893
generic,2,orig,3,2,1,64,64,64,64,8,7,0,12,0,6,1,0,1,1,0.1101
generic,2,orig,1,4,1,2.56e+05,0,0,64,8,5,0,10,0,2,1,0,1,1,0.1157
generic,2,orig,2,4,1,512,512,0,64,8,9,0,14,0,6,1,0,1,1,0.1789
generic,2,orig,3,4,1,64,64,64,64,8,13,0,18,0,10,1,0,1,1,0.2348
