eqId,runId,optId,D,OA,TO,xmax,ymax,zmax,tmax,fpSize,addsLup,subsLup,multsLup,divsLup,readsLup,writesLup,ldMats,immediateMats,nThreads,duration (s)
10,1,1,2,2,0,512,512,0,16,8,4,0,9,0,8,1,1,1,1,0.03261
10,1,1,3,2,0,64,64,64,16,8,6,0,11,0,12,1,1,1,1,0.04345
10,1,1,1,4,0,2.56e+05,0,0,16,8,4,0,9,0,6,1,1,1,1,0.02786
10,1,1,2,4,0,512,512,0,16,8,8,0,13,0,14,1,1,1,1,0.1181
10,1,1,3,4,0,64,64,64,16,8,12,0,17,0,22,1,1,1,1,0.2718
10,1,1,1,2,1,2.56e+05,0,0,16,8,3,0,8,0,5,1,1,1,1,0.02101
10,1,1,2,2,1,512,512,0,16,8,5,0,10,0,9,1,1,1,1,0.03488
10,1,1,3,2,1,64,64,64,16,8,7,0,12,0,13,1,1,1,1,0.06617
10,1,1,1,4,1,2.56e+05,0,0,16,8,5,0,10,0,7,1,1,1,1,0.03187
10,1,1,2,4,1,512,512,0,16,8,9,0,14,0,15,1,1,1,1,0.1193
10,1,1,3,4,1,64,64,64,16,8,13,0,18,0,23,1,1,1,1,0.1282
10,1,1,1,2,2,2.56e+05,0,0,16,8,4,0,9,0,6,1,1,1,1,0.02377
10,1,1,2,2,2,512,512,0,16,8,6,0,11,0,10,1,1,1,1,0.06762
10,1,1,3,2,2,64,64,64,16,8,8,0,13,0,14,1,1,1,1,0.07356
10,1,1,1,4,2,2.56e+05,0,0,16,8,6,0,11,0,8,1,1,1,1,0.03426
10,1,1,2,4,2,512,512,0,16,8,10,0,15,0,16,1,1,1,1,0.09682
10,1,1,3,4,2,64,64,64,16,8,14,0,19,0,24,1,1,1,1,0.2869
10,1,3,1,2,0,2.56e+05,0,0,16,8,2,0,3,0,1,1,0,1,1,0.007544
10,1,3,2,2,0,512,512,0,16,8,4,0,5,0,3,1,0,1,1,0.008781
10,1,3,3,2,0,64,64,64,16,8,6,0,7,0,5,1,0,1,1,0.01677
10,1,3,1,4,0,2.56e+05,0,0,16,8,4,0,5,0,1,1,0,1,1,0.01108
10,1,3,2,4,0,512,512,0,16,8,8,0,9,0,5,1,0,1,1,0.01698
10,1,3,3,4,0,64,64,64,16,8,12,0,13,0,9,1,0,1,1,0.07359
10,1,3,1,2,1,2.56e+05,0,0,16,8,3,0,4,0,2,1,0,1,1,0.00807
10,1,3,2,2,1,512,512,0,16,8,5,0,6,0,4,1,0,1,1,0.00936
10,1,3,3,2,1,64,64,64,16,8,7,0,8,0,6,1,0,1,1,0.01631
10,1,3,1,4,1,2.56e+05,0,0,16,8,5,0,6,0,2,1,0,1,1,0.0124
10,1,3,2,4,1,512,512,0,16,8,9,0,10,0,6,1,0,1,1,0.0176
10,1,3,3,4,1,64,64,64,16,8,13,0,14,0,10,1,0,1,1,0.07862
10,1,3,1,2,2,2.56e+05,0,0,16,8,4,0,5,0,3,1,0,1,1,0.009021
10,1,3,2,2,2,512,512,0,16,8,6,0,7,0,5,1,0,1,1,0.01312
10,1,3,3,2,2,64,64,64,16,8,8,0,9,0,7,1,0,1,1,0.01954
10,1,3,1,4,2,2.56e+05,0,0,16,8,6,0,7,0,3,1,0,1,1,0.01354
10,1,3,2,4,2,512,512,0,16,8,10,0,11,0,7,1,0,1,1,0.01902
10,1,3,3,4,2,64,64,64,16,8,14,0,15,0,11,1,0,1,1,0.076
10,1,3,1,2,0,2.56e+05,0,0,16,8,2,0,3,0,4,1,1,1,1,0.007818
10,1,3,2,2,0,512,512,0,16,8,4,0,5,0,8,1,1,1,1,0.01964
10,1,3,3,2,0,64,64,64,16,8,6,0,7,0,12,1,1,1,1,0.03421
10,1,3,1,4,0,2.56e+05,0,0,16,8,4,0,5,0,6,1,1,1,1,0.01552
10,1,3,2,4,0,512,512,0,16,8,8,0,9,0,14,1,1,1,1,0.02852
10,1,3,3,4,0,64,64,64,16,8,12,0,13,0,22,1,1,1,1,0.1001
10,1,3,1,2,1,2.56e+05,0,0,16,8,3,0,4,0,5,1,1,1,1,0.00819
10,1,3,2,2,1,512,512,0,16,8,5,0,6,0,9,1,1,1,1,0.01948
10,1,3,3,2,1,64,64,64,16,8,7,0,8,0,13,1,1,1,1,0.03535
10,1,3,1,4,1,2.56e+05,0,0,16,8,5,0,6,0,7,1,1,1,1,0.01561
10,1,3,2,4,1,512,512,0,16,8,9,0,10,0,15,1,1,1,1,0.02926
10,1,3,3,4,1,64,64,64,16,8,13,0,14,0,23,1,1,1,1,0.2685
10,1,3,1,2,2,2.56e+05,0,0,16,8,4,0,5,0,6,1,1,1,1,0.01021
10,1,3,2,2,2,512,512,0,16,8,6,0,7,0,10,1,1,1,1,0.02505
10,1,3,3,2,2,64,64,64,16,8,8,0,9,0,14,1,1,1,1,0.04161
10,1,3,1,4,2,2.56e+05,0,0,16,8,6,0,7,0,8,1,1,1,1,0.01787
10,1,3,2,4,2,512,512,0,16,8,10,0,11,0,16,1,1,1,1,0.03359
10,1,3,3,4,2,64,64,64,16,8,14,0,15,0,24,1,1,1,1,0.1108
10,1,3,1,2,0,2.56e+05,0,0,16,8,2,0,3,1,1,1,0,1,1,0.01603
10,1,3,2,2,0,512,512,0,16,8,4,0,5,1,3,1,0,1,1,0.01297
10,1,3,3,2,0,64,64,64,16,8,6,0,7,1,5,1,0,1,1,0.0208
10,1,3,1,4,0,2.56e+05,0,0,16,8,4,0,5,1,1,1,0,1,1,0.01924
10,1,3,2,4,0,512,512,0,16,8,8,0,9,1,5,1,0,1,1,0.01684
10,1,3,3,4,0,64,64,64,16,8,12,0,13,1,9,1,0,1,1,0.08356
10,1,3,1,2,1,2.56e+05,0,0,16,8,3,0,4,1,2,1,0,1,1,0.01183
10,1,3,2,2,1,512,512,0,16,8,5,0,6,1,4,1,0,1,1,0.01272
10,1,3,3,2,1,64,64,64,16,8,7,0,8,1,6,1,0,1,1,0.0208
10,1,3,1,4,1,2.56e+05,0,0,16,8,5,0,6,1,2,1,0,1,1,0.01938
10,1,3,2,4,1,512,512,0,16,8,9,0,10,1,6,1,0,1,1,0.02255
10,1,3,3,4,1,64,64,64,16,8,13,0,14,1,10,1,0,1,1,0.08538
10,1,3,1,2,2,2.56e+05,0,0,16,8,4,0,5,1,3,1,0,1,1,0.01321
10,1,3,2,2,2,512,512,0,16,8,6,0,7,1,5,1,0,1,1,0.01631
10,1,3,3,2,2,64,64,64,16,8,8,0,9,1,7,1,0,1,1,0.02926
10,1,3,1,4,2,2.56e+05,0,0,16,8,6,0,7,1,3,1,0,1,1,0.01602
10,1,3,2,4,2,512,512,0,16,8,10,0,11,1,7,1,0,1,1,0.02319
10,1,3,3,4,2,64,64,64,16,8,14,0,15,1,11,1,0,1,1,0.1072
10,1,3,1,2,0,2.56e+05,0,0,16,8,2,0,3,1,4,1,1,1,1,0.01322
10,1,3,2,2,0,512,512,0,16,8,4,0,5,1,8,1,1,1,1,0.02127
10,1,3,3,2,0,64,64,64,16,8,6,0,7,1,12,1,1,1,1,0.04098
10,1,3,1,4,0,2.56e+05,0,0,16,8,4,0,5,1,6,1,1,1,1,0.01865
10,1,3,2,4,0,512,512,0,16,8,8,0,9,1,14,1,1,1,1,0.05415
10,1,3,3,4,0,64,64,64,16,8,12,0,13,1,22,1,1,1,1,0.1306
10,1,3,1,2,1,2.56e+05,0,0,16,8,3,0,4,1,5,1,1,1,1,0.01321
10,1,3,2,2,1,512,512,0,16,8,5,0,6,1,9,1,1,1,1,0.02089
10,1,3,3,2,1,64,64,64,16,8,7,0,8,1,13,1,1,1,1,0.03832
10,1,3,1,4,1,2.56e+05,0,0,16,8,5,0,6,1,7,1,1,1,1,0.01853
10,1,3,2,4,1,512,512,0,16,8,9,0,10,1,15,1,1,1,1,0.0314
10,1,3,3,4,1,64,64,64,16,8,13,0,14,1,23,1,1,1,1,0.1087
10,1,3,1,2,2,2.56e+05,0,0,16,8,4,0,5,1,6,1,1,1,1,0.01432
10,1,3,2,2,2,512,512,0,16,8,6,0,7,1,10,1,1,1,1,0.02943
10,1,3,3,2,2,64,64,64,16,8,8,0,9,1,14,1,1,1,1,0.04189
10,1,3,1,4,2,2.56e+05,0,0,16,8,6,0,7,1,8,1,1,1,1,0.02045
10,1,3,2,4,2,512,512,0,16,8,10,0,11,1,16,1,1,1,1,0.06404
10,1,3,3,4,2,64,64,64,16,8,14,0,15,1,24,1,1,1,1,0.1153
10,1,3,1,2,0,2.56e+05,0,0,16,8,2,0,4,0,1,1,0,1,1,0.005234
10,1,3,2,2,0,512,512,0,16,8,4,0,6,0,3,1,0,1,1,0.009088
10,1,3,3,2,0,64,64,64,16,8,6,0,8,0,5,1,0,1,1,0.01753
10,1,3,1,4,0,2.56e+05,0,0,16,8,4,0,6,0,1,1,0,1,1,0.01224
10,1,3,2,4,0,512,512,0,16,8,8,0,10,0,5,1,0,1,1,0.01772
10,1,3,3,4,0,64,64,64,16,8,12,0,14,0,9,1,0,1,1,0.07903
10,1,3,1,2,1,2.56e+05,0,0,16,8,3,0,5,0,2,1,0,1,1,0.008314
10,1,3,2,2,1,512,512,0,16,8,5,0,7,0,4,1,0,1,1,0.009526
10,1,3,3,2,1,64,64,64,16,8,7,0,9,0,6,1,0,1,1,0.01731
10,1,3,1,4,1,2.56e+05,0,0,16,8,5,0,7,0,2,1,0,1,1,0.009861
10,1,3,2,4,1,512,512,0,16,8,9,0,11,0,6,1,0,1,1,0.01927
10,1,3,3,4,1,64,64,64,16,8,13,0,15,0,10,1,0,1,1,0.08109
10,1,3,1,2,2,2.56e+05,0,0,16,8,4,0,6,0,3,1,0,1,1,0.009838
10,1,3,2,2,2,512,512,0,16,8,6,0,8,0,5,1,0,1,1,0.0184
10,1,3,3,2,2,64,64,64,16,8,8,0,10,0,7,1,0,1,1,0.02483
10,1,3,1,4,2,2.56e+05,0,0,16,8,6,0,8,0,3,1,0,1,1,0.01445
10,1,3,2,4,2,512,512,0,16,8,10,0,12,0,7,1,0,1,1,0.0251
